Model,TBS2104
-0.03648,0.908204
-0.03632,0.962892
-0.03616,0.873048
-0.036,0.882813
-0.03584,0.888673
-0.03568,0.998048
-0.03552,0.986329
-0.03536,0.933595
-0.0352,0.865235
-0.03504,0.837892
-0.03488,0.94922
-0.03472,0.982423
-0.03456,0.882813
-0.0344,0.869142
-0.03424,0.902345
-0.03408,0.923829
-0.03392,0.919923
-0.03376,0.833985
-0.0336,0.916017
-0.03344,0.843751
-0.03328,0.941407
-0.03312,0.88086
-0.03296,0.914063
-0.0328,0.904298
-0.03264,0.863282
-0.03248,0.898438
-0.03232,0.906251
-0.03216,0.869142
-0.032,0.925782
-0.03184,0.882813
-0.03168,0.888673
-0.03152,0.839845
-0.03136,0.964845
-0.0312,0.892579
-0.03104,0.964845
-0.03088,0.960938
-0.03072,0.826173
-0.03056,0.835938
-0.0304,0.914063
-0.03024,0.904298
-0.03008,0.925782
-0.02992,0.947267
-0.02976,0.869142
-0.0296,0.902345
-0.02944,0.925782
-0.02928,0.931642
-0.02912,0.808595
-0.02896,0.884767
-0.0288,0.853517
-0.02864,0.851563
-0.02848,0.94336
-0.02832,0.847657
-0.02816,0.876954
-0.028,0.91211
-0.02784,0.851563
-0.02768,0.960938
-0.02752,0.861329
-0.02736,0.923829
-0.0272,0.933595
-0.02704,0.814454
-0.02688,0.931642
-0.02672,0.955079
-0.02656,0.935548
-0.0264,0.892579
-0.02624,0.914063
-0.02608,0.88672
-0.02592,0.958985
-0.02576,0.867188
-0.0256,0.85547
-0.02544,0.869142
-0.02528,0.976563
-0.02512,0.921876
-0.02496,0.927735
-0.0248,0.84961
-0.02464,0.986329
-0.02448,0.94336
-0.02432,0.910157
-0.02416,0.937501
-0.024,0.939454
-0.02384,0.847657
-0.02368,0.921876
-0.02352,0.98047
-0.02336,0.927735
-0.0232,0.861329
-0.02304,0.935548
-0.02288,0.910157
-0.02272,0.830079
-0.02256,0.919923
-0.0224,0.875001
-0.02224,0.863282
-0.02208,0.990235
-0.02192,0.910157
-0.02176,0.94336
-0.0216,0.937501
-0.02144,0.882813
-0.02128,0.833985
-0.02112,0.871095
-0.02096,0.931642
-0.0208,0.929688
-0.02064,0.853517
-0.02048,0.873048
-0.02032,0.904298
-0.02016,0.929688
-0.02,0.972657
-0.01984,0.921876
-0.01968,0.908204
-0.01952,0.94336
-0.01936,0.933595
-0.0192,0.910157
-0.01904,0.888673
-0.01888,0.810548
-0.01872,0.919923
-0.01856,0.843751
-0.0184,0.904298
-0.01824,0.88672
-0.01808,0.935548
-0.01792,0.900392
-0.01776,0.847657
-0.0176,0.847657
-0.01744,0.851563
-0.01728,0.966798
-0.01712,0.820313
-0.01696,0.867188
-0.0168,0.88672
-0.01664,0.898438
-0.01648,0.910157
-0.01632,0.878907
-0.01616,0.822267
-0.016,0.890626
-0.01584,0.937501
-0.01568,0.843751
-0.01552,0.927735
-0.01536,0.947267
-0.0152,0.964845
-0.01504,0.871095
-0.01488,0.914063
-0.01472,0.876954
-0.01456,0.896485
-0.0144,0.863282
-0.01424,0.925782
-0.01408,0.933595
-0.01392,0.835938
-0.01376,0.992188
-0.0136,0.841798
-0.01344,0.955079
-0.01328,0.896485
-0.01312,0.900392
-0.01296,0.896485
-0.0128,0.888673
-0.01264,0.941407
-0.01248,0.888673
-0.01232,0.863282
-0.01216,0.869142
-0.012,0.892579
-0.01184,0.867188
-0.01168,0.996095
-0.01152,0.890626
-0.01136,0.953126
-0.0112,0.84961
-0.01104,0.863282
-0.01088,0.966798
-0.01072,0.88086
-0.01056,0.902345
-0.0104,0.914063
-0.01024,0.906251
-0.01008,0.960938
-0.00992,1.00977
-0.00976,0.88086
-0.0096,0.953126
-0.00944,0.919923
-0.00928,0.882813
-0.00912,0.996095
-0.00896,0.91211
-0.0088,0.898438
-0.00864,0.986329
-0.00848,0.919923
-0.00832,0.951173
-0.00816,0.892579
-0.008,0.916017
-0.00784,0.869142
-0.00768,0.851563
-0.00752,0.845704
-0.00736,0.843751
-0.0072,0.826173
-0.00704,0.81836
-0.00688,0.986329
-0.00672,0.908204
-0.00656,0.941407
-0.0064,0.906251
-0.00624,0.876954
-0.00608,0.916017
-0.00592,0.794923
-0.00576,0.957032
-0.0056,0.906251
-0.00544,0.859376
-0.00528,0.878907
-0.00512,0.916017
-0.00496,0.830079
-0.0048,0.876954
-0.00464,0.851563
-0.00448,0.927735
-0.00432,0.957032
-0.00416,0.902345
-0.004,0.865235
-0.00384,0.957032
-0.00368,0.91797
-0.00352,0.908204
-0.00336,0.859376
-0.0032,0.896485
-0.00304,0.923829
-0.00288,0.875001
-0.00272,0.863282
-0.00256,0.890626
-0.0024,0.888673
-0.00224,0.863282
-0.00208,0.935548
-0.00192,0.904298
-0.00176,5.72266
-0.0016,3.86914
-0.00144,2.79297
-0.00128,3.12305
-0.00112,3.72656
-0.00096,4.07031
-0.0008,4.17774
-0.00064,4.125
-0.00048,3.67188
-0.00032,3.83203
-0.00016,58.9004
-1.704E-16,41.2324
0.00016,29.7969
0.00032,21.3828
0.00048,14.9063
0.00064,10.1973
0.0008,6.72656
0.00096,4.0918
0.00112,1.74024
0.00128,3.5332
0.00144,2.12695
0.0016,2.47266
0.00176,1.40039
0.00192,1.13281
0.00208,1.75781
0.00224,2.21094
0.0024,2.3418
0.00256,2.45508
0.00272,2.04297
0.00288,2.68945
0.00304,5.44531
0.0032,3.08594
0.00336,2.64844
0.00352,2.36524
0.00368,2.21484
0.00384,2.33594
0.004,3.02344
0.00416,3.7832
0.00432,4.96484
0.00448,3.79883
0.00464,3.25
0.0048,1.43555
0.00496,2.95508
0.00512,4.33203
0.00528,5.81836
0.00544,8.11328
0.0056,11.0859
0.00576,14.9492
0.00592,21.7227
0.00608,18.6094
0.00624,6.10156
0.0064,4.79883
0.00656,4.08594
0.00672,3.31055
0.00688,2.40039
0.00704,1.27734
0.0072,1.35352
0.00736,2.70899
0.00752,4.08399
0.00768,4.24219
0.00784,2.3457
0.008,2.08984
0.00816,3.86719
0.00832,5.48828
0.00848,7.49609
0.00864,10.1523
0.0088,13.6133
0.00896,18.2422
0.00912,27.457
0.00928,26.668
0.00944,15.3984
0.0096,10.2676
0.00976,6.93164
0.00992,4.69922
0.01008,3.55274
0.01024,2.76367
0.0104,1.91211
0.01056,1.05274
0.01072,3.23438
0.01088,3.81055
0.01104,3.07422
0.0112,2.45508
0.01136,2.54297
0.01152,3.25195
0.01168,3.96094
0.01184,4.78906
0.012,6.16016
0.01216,7.97852
0.01232,12.9141
0.01248,27.6816
0.01264,18.125
0.0128,12.7617
0.01296,9.09375
0.01312,6.21094
0.01328,4.29297
0.01344,3.06055
0.0136,1.90625
0.01376,1.51563
0.01392,3.76172
0.01408,3.13477
0.01424,1.91016
0.0144,1.40039
0.01456,1.78711
0.01472,2.33789
0.01488,2.69141
0.01504,2.82227
0.0152,3.125
0.01536,3.74219
0.01552,6.81055
0.01568,11.7227
0.01584,6.77344
0.016,5.04297
0.01616,3.91602
0.01632,3.07031
0.01648,2.54492
0.01664,2.35938
0.0168,2.89258
0.01696,3.63281
0.01712,3.69531
0.01728,2.85742
0.01744,1.16211
0.0176,2.19336
0.01776,2.92578
0.01792,3.54883
0.01808,4.45899
0.01824,6.20508
0.0184,8.83594
0.01856,12.9785
0.01872,11.1055
0.01888,2.99805
0.01904,2.36328
0.0192,2.17578
0.01936,1.9082
0.01952,1.48633
0.01968,1.19727
0.01984,1.51367
0.02,2.48438
0.02016,3.63281
0.02032,3.5957
0.02048,2.35547
0.02064,1.28516
0.0208,2.29102
0.02096,3.32031
0.02112,4.67774
0.02128,6.68359
0.02144,9.12695
0.0216,12.75
0.02176,19.6465
0.02192,16.4863
0.02208,8.80469
0.02224,5.69922
0.0224,3.69531
0.02256,2.50586
0.02272,2.20899
0.02288,1.66211
0.02304,1.07617
0.0232,1.23828
0.02336,3.1543
0.02352,3.3418
0.02368,2.55078
0.02384,1.9375
0.024,1.96484
0.02416,2.51367
0.02432,3.50977
0.02448,4.44336
0.02464,5.82617
0.0248,7.82031
0.02496,13.3223
0.02512,18.3828
0.02528,12.0781
0.02544,7.92774
0.0256,5.32617
0.02576,3.47461
0.02592,2.31445
0.02608,1.60938
0.02624,1.14063
0.0264,1.79297
0.02656,3.42188
0.02672,3.30469
0.02688,2.0293
0.02704,1.25391
0.0272,1.66992
0.02736,2.05859
0.02752,2.28125
0.02768,2.67969
0.02784,2.9668
0.028,3.57031
0.02816,6.99805
0.02832,10.9785
0.02848,5.96094
0.02864,4.14258
0.0288,2.97266
0.02896,2.18555
0.02912,1.61328
0.02928,1.64063
0.02944,2.08008
0.0296,2.96484
0.02976,3.39844
0.02992,2.61133
0.03008,1.10352
0.03024,1.48047
0.0304,2.10547
0.03056,2.54688
0.03072,2.98633
0.03088,3.74024
0.03104,5.44727
0.0312,8.00391
0.03136,7.82813
0.03152,2.41602
0.03168,1.97852
0.03184,1.73242
0.032,1.55469
0.03216,1.28711
0.03232,1.13086
0.03248,1.23242
0.03264,2.23242
0.0328,3.30274
0.03296,3.17969
0.03312,2.25195
0.03328,1.01563
0.03344,1.5293
0.0336,2.14844
0.03376,2.93164
0.03392,4.25195
0.03408,6.06445
0.03424,8.73242
0.0344,13.8535
0.03456,10.1055
0.03472,4.4375
0.03488,2.87695
0.03504,1.85742
0.0352,1.5957
0.03536,1.70313
0.03552,1.18164
0.03568,0.972657
0.03584,1.56445
0.036,3.06055
0.03616,2.95899
0.03632,2.41797
0.03648,1.44141
0.03664,1.375
0.0368,1.67383
0.03696,2.40234
0.03712,3.33203
0.03728,4.56641
0.03744,6.29688
0.0376,11.2559
0.03776,11.8945
0.03792,8.01172
0.03808,4.89844
0.03824,2.97266
0.0384,1.78125
0.03856,1.25391
0.03872,1.05859
0.03888,0.986329
0.03904,1.8418
0.0392,3.16797
0.03936,3.10156
0.03952,1.97656
0.03968,1.03516
0.03984,1.13867
0.04,1.57617
0.04016,1.84961
0.04032,2.05664
0.04048,2.29297
0.04064,2.53906
0.0408,5.83399
0.04096,8.55469
0.04112,4.44727
0.04128,2.88672
0.04144,1.80469
0.0416,1.36328
0.04176,1.10352
0.04192,1.20313
0.04208,1.72656
0.04224,2.84375
0.0424,3.01563
0.04256,2.68555
0.04272,1.20508
0.04288,1.10352
0.04304,1.67383
0.0432,1.89649
0.04336,1.98828
0.04352,2.30859
0.04368,3.10156
0.04384,4.17774
0.044,4.96289
0.04416,2.1582
0.04432,1.875
0.04448,1.67969
0.04464,1.45899
0.0448,1.19531
0.04496,1.02734
0.04512,1.2793
0.04528,1.99414
0.04544,3.24805
0.0456,2.93945
0.04576,2.13477
0.04592,1.01172
0.04608,1.08789
0.04624,1.54297
0.0464,1.74805
0.04656,2.57031
0.04672,3.6875
0.04688,5.81641
0.04704,9.0625
0.0472,5.66016
0.04736,1.54297
0.04752,1.42578
0.04768,1.50391
0.04784,1.60156
0.048,1.40625
0.04816,1.15039
0.04832,1.11719
0.04848,1.82227
0.04864,2.92774
0.0488,2.75977
0.04896,2.2207
0.04912,1.1543
0.04928,0.955079
0.04944,1.12109
0.0496,1.56445
0.04976,2.05859
0.04992,3.00195
0.05008,4.67969
0.05024,8.45899
0.0504,6.60156
0.05056,4.17774
0.05072,2.34766
0.05088,1.22461
0.05104,1.01758
0.0512,0.958985
0.05136,0.988282
0.05152,1.07031
0.05168,1.91602
0.05184,2.97266
0.052,3.00391
0.05216,1.78125
0.05232,0.933595
0.05248,0.939454
0.05264,1.19922
0.0528,1.36328
0.05296,1.45117
0.05312,1.45899
0.05328,1.59961
0.05344,4.11719
0.0536,5.68359
0.05376,2.90039
0.05392,1.61719
0.05408,1.21875
0.05424,1.07227
0.0544,0.988282
0.05456,1.24024
0.05472,1.71289
0.05488,2.63867
0.05504,2.69727
0.0552,2.625
0.05536,1.25977
0.05552,0.960938
0.05568,1.43359
0.05584,1.62695
0.056,1.71875
0.05616,1.67969
0.05632,1.57227
0.05648,1.72266
0.05664,2.75586
0.0568,2.22461
0.05696,2.46484
0.05712,1.90625
0.05728,1.7832
0.05744,1.45703
0.0576,1.32422
0.05776,1.45508
0.05792,1.9707
0.05808,2.95117
0.05824,2.71289
0.0584,2.25391
0.05856,1.17578
0.05872,0.958985
0.05888,1.16992
0.05904,1.22461
0.0592,1.2168
0.05936,1.73633
0.05952,3.08203
0.05968,4.69922
0.05984,4.06836
0.06,3.24609
0.06016,2.74024
0.06032,2.37891
0.06048,2.0918
0.06064,1.64063
0.0608,1.30469
0.06096,1.09961
0.06112,1.86719
0.06128,2.91602
0.06144,2.55859
0.0616,2.19336
0.06176,1.28125
0.06192,0.898438
0.06208,1.00195
0.06224,1.01563
0.0624,1.09375
0.06256,1.68555
0.06272,3.17383
0.06288,5.39453
0.06304,2.41211
0.0632,1.2832
0.06336,1.27734
0.06352,1.6543
0.06368,1.54297
0.06384,1.51367
0.064,1.25
0.06416,1.28125
0.06432,1.98633
0.06448,2.74414
0.06464,2.875
0.0648,1.79492
0.06496,1.07031
0.06512,1.07227
0.06528,1.35156
0.06544,1.46484
0.0656,1.55274
0.06576,1.63867
0.06592,1.65234
0.06608,2.41016
0.06624,2.56055
0.0664,1.7832
0.06656,1.86133
0.06672,1.79102
0.06688,1.52539
0.06704,1.45508
0.0672,1.38477
0.06736,1.80274
0.06752,2.4375
0.06768,2.60742
0.06784,2.77539
0.068,1.44141
0.06816,1.14453
0.06832,1.41406
0.06848,1.72656
0.06864,1.96094
0.0688,2.12305
0.06896,2.33789
0.06912,2.73828
0.06928,2.70899
0.06944,3.16211
0.0696,3.27344
0.06976,2.73828
0.06992,2.32031
0.07008,1.88867
0.07024,1.58789
0.0704,1.61719
0.07056,1.94141
0.07072,2.84961
0.07088,2.61328
0.07104,2.21484
0.0712,1.21094
0.07136,1.16211
0.07152,1.37109
0.07168,1.46875
0.07184,1.42969
0.072,1.29492
0.07216,1.15625
0.07232,1.48828
0.07248,3.96289
0.07264,4.85547
0.0728,3.91406
0.07296,3.15234
0.07312,2.55469
0.07328,2.01563
0.07344,1.54297
0.0736,1.45899
0.07376,1.87695
0.07392,2.80274
0.07408,2.39258
0.07424,2.03711
0.0744,1.26563
0.07456,1.1582
0.07472,1.20703
0.07488,1.23438
0.07504,1.3418
0.0752,1.40625
0.07536,1.56055
0.07552,2.39453
0.07568,4.01563
0.07584,3.19531
0.076,2.70117
0.07616,2.72852
0.07632,2.33984
0.07648,1.89258
0.07664,1.47461
0.0768,1.46289
0.07696,2.00586
0.07712,2.5918
0.07728,2.67383
0.07744,1.88477
0.0776,1.28711
0.07776,1.24414
0.07792,1.44727
0.07808,1.83399
0.07824,2.01563
0.0784,2.5
0.07856,2.49805
0.07872,2.42578
0.07888,2.77539
0.07904,2.56445
0.0792,2.78516
0.07936,2.64453
0.07952,2.17578
0.07968,1.88477
0.07984,1.55274
0.08,1.68359
0.08016,2.42774
0.08032,2.31641
0.08048,2.50391
0.08064,1.54297
0.0808,1.19141
0.08096,1.4707
0.08112,1.99609
0.08128,2.38086
0.08144,2.68164
0.0816,3.50195
0.08176,3.9707
0.08192,4.07813
0.08208,4.36328
0.08224,4.16602
0.0824,3.55078
0.08256,2.95313
0.08272,2.34766
0.08288,1.77344
0.08304,1.77344
0.0832,1.89258
0.08336,2.64844
0.08352,2.26367
0.08368,2.1543
0.08384,1.39063
0.084,1.17578
0.08416,1.62109
0.08432,1.98242
0.08448,2.29883
0.08464,2.5
0.0848,2.66797
0.08496,3.31445
0.08512,5.81836
0.08528,6.02344
0.08544,4.85742
0.0856,3.80664
0.08576,3.17578
0.08592,2.36914
0.08608,1.80469
0.08624,1.63086
0.0864,2.04883
0.08656,2.62305
0.08672,2.28906
0.08688,1.9375
0.08704,1.32227
0.0872,1.33594
0.08736,1.71875
0.08752,2.10156
0.08768,2.27149
0.08784,2.35156
0.088,2.06055
0.08816,2.66016
0.08832,6.13477
0.08848,5.04102
0.08864,4.04297
0.0888,3.34375
0.08896,2.83984
0.08912,2.33008
0.08928,1.75391
0.08944,1.50781
0.0896,2.06445
0.08976,2.44531
0.08992,2.56445
0.09008,1.97266
0.09024,1.41211
0.0904,1.61914
0.09056,1.87305
0.09072,2.32617
0.09088,2.7793
0.09104,3.28125
0.0912,3.44531
0.09136,4.05469
0.09152,5.19922
0.09168,3.99805
0.09184,3.81836
0.092,3.33008
0.09216,2.78125
0.09232,2.20313
0.09248,1.78711
0.09264,1.66406
0.0928,2.28516
0.09296,2.10156
0.09312,2.45899
0.09328,1.55078
0.09344,1.33984
0.0936,1.70899
0.09376,2.12695
0.09392,2.76367
0.09408,3.35156
0.09424,4.30859
0.0944,5.17774
0.09456,5.59961
0.09472,5.68555
0.09488,4.94922
0.09504,4.375
0.0952,3.48828
0.09536,2.8125
0.09552,2.13281
0.09568,1.875
0.09584,1.93945
0.096,2.53906
0.09616,2.1582
0.09632,2.17188
0.09648,1.21875
0.09664,1.51953
0.0968,1.86524
0.09696,2.32813
0.09712,2.88672
0.09728,3.27149
0.09744,4.24219
0.0976,5.20899
0.09776,7.74609
0.09792,7.00195
0.09808,5.70117
0.09824,4.43945
0.0984,3.53125
0.09856,2.70313
0.09872,2.125
0.09888,1.82031
0.09904,2.09766
0.0992,2.5332
0.09936,2.06445
0.09952,1.92969
0.09968,1.48828
0.09984,1.60352
0.1,1.93555
0.1002,2.57227
0.1003,2.90234
0.1005,3.30859
0.1006,3.62109
0.1008,4.98633
0.101,8.07617
0.1011,6.49219
0.1013,5.07813
0.1014,4.03125
0.1016,3.20899
0.1018,2.56641
0.1019,1.94531
0.1021,1.62695
0.1022,2.14844
0.1024,2.26172
0.1026,2.42969
0.1027,1.77344
0.1029,1.55664
0.103,1.70313
0.1032,2.2793
0.1034,2.81445
0.1035,3.48633
0.1037,4.09961
0.1038,4.48438
0.104,6.05664
0.1042,7.33789
0.1043,5.35156
0.1045,4.62891
0.1046,3.82617
0.1048,3.0625
0.105,2.45899
0.1051,1.89453
0.1053,1.75195
0.1054,2.17578
0.1056,2.05469
0.1058,2.45313
0.1059,1.64649
0.1061,1.54492
0.1062,1.84766
0.1064,2.50391
0.1066,3.23633
0.1067,4.04883
0.1069,5.19727
0.107,6.13477
0.1072,7.22656
0.1074,7.05274
0.1075,5.7168
0.1077,4.83399
0.1078,4.01367
0.108,3.0625
0.1082,2.41797
0.1083,1.91211
0.1085,1.93164
0.1086,2.44727
0.1088,2.12695
0.109,2.10547
0.1091,1.45899
0.1093,1.56445
0.1094,2.07813
0.1096,2.78516
0.1098,3.36914
0.1099,4.1582
0.1101,5.10938
0.1102,6.75781
0.1104,9.20313
0.1106,7.97852
0.1107,6.44531
0.1109,4.93359
0.111,3.94531
0.1112,2.91797
0.1114,2.25781
0.1115,1.94336
0.1117,2.04492
0.1118,2.40625
0.112,1.95117
0.1122,1.91992
0.1123,1.43555
0.1125,1.70313
0.1126,2.19141
0.1128,2.87695
0.113,3.55274
0.1131,4.10742
0.1133,4.83594
0.1134,6.86133
0.1136,9.72656
0.1138,7.65625
0.1139,5.94336
0.1141,4.64063
0.1142,3.64258
0.1144,2.77344
0.1146,2.15039
0.1147,1.72461
0.1149,2.03125
0.115,2.27734
0.1152,2.31055
0.1154,1.72656
0.1155,1.67774
0.1157,1.92774
0.1158,2.54102
0.116,3.28906
0.1162,3.99805
0.1163,4.72461
0.1165,5.56641
0.1166,7.65039
0.1168,9.10938
0.117,6.60547
0.1171,5.31836
0.1173,4.42383
0.1174,3.36524
0.1176,2.60547
0.1178,2.0625
0.1179,1.85938
0.1181,2.18164
0.1182,1.875
0.1184,2.2832
0.1186,1.62305
0.1187,1.66406
0.1189,2.09961
0.119,2.82422
0.1192,3.67774
0.1194,4.56641
0.1195,5.65625
0.1197,7.06445
0.1198,8.56445
0.12,8.35352
0.1202,6.33984
0.1203,5.38672
0.1205,4.31641
0.1206,3.38867
0.1208,2.45899
0.121,1.95703
0.1211,1.91797
0.1213,2.4082
0.1214,1.94922
0.1216,2.11133
0.1218,1.54688
0.1219,1.80664
0.1221,2.23633
0.1222,3.10547
0.1224,3.83789
0.1226,4.91406
0.1227,6.17383
0.1229,8.12305
0.123,10.7871
0.1232,8.71875
0.1234,6.89063
0.1235,5.45899
0.1237,4.16992
0.1238,3.19336
0.124,2.43555
0.1242,1.98828
0.1243,1.92774
0.1245,2.37695
0.1246,1.93945
0.1248,1.80859
0.125,1.57227
0.1251,1.83789
0.1253,2.52734
0.1254,3.30078
0.1256,4.04883
0.1258,4.85547
0.1259,6.1543
0.1261,8.56641
0.1262,11.0176
0.1264,8.69727
0.1266,6.69727
0.1267,5.22656
0.1269,3.93945
0.127,2.93359
0.1272,2.30664
0.1274,1.90234
0.1275,1.96289
0.1277,2.07227
0.1278,2.16797
0.128,1.74609
0.1282,1.63867
0.1283,2.07617
0.1285,2.78516
0.1286,3.60547
0.1288,4.47852
0.129,5.29492
0.1291,6.51172
0.1293,9.1875
0.1294,10.6738
0.1296,7.81641
0.1298,6.03906
0.1299,4.79688
0.1301,3.75977
0.1302,2.77539
0.1304,2.19336
0.1306,1.81055
0.1307,2.10742
0.1309,1.91797
0.131,2.28125
0.1312,1.65234
0.1314,1.66211
0.1315,2.29688
0.1317,2.99219
0.1318,3.98438
0.132,5.08984
0.1322,6.35352
0.1323,7.80859
0.1325,9.68945
0.1326,9.62891
0.1328,7.16797
0.133,5.875
0.1331,4.71875
0.1333,3.5625
0.1334,2.75195
0.1336,2.06641
0.1338,1.85547
0.1339,2.2832
0.1341,1.80664
0.1342,2.01758
0.1344,1.60547
0.1346,1.82813
0.1347,2.49024
0.1349,3.28125
0.135,4.24414
0.1352,5.46875
0.1354,7.04297
0.1355,9.29688
0.1357,11.8418
0.1358,9.46094
0.136,7.54297
0.1362,5.9082
0.1363,4.45899
0.1365,3.375
0.1366,2.5918
0.1368,2.07422
0.137,1.91797
0.1371,2.21094
0.1373,1.76563
0.1374,1.81055
0.1376,1.61524
0.1378,2.13281
0.1379,2.8457
0.1381,3.52539
0.1382,4.4375
0.1384,5.6543
0.1386,7.22852
0.1387,10.043
0.1389,11.9355
0.139,9.35156
0.1392,7.16016
0.1394,5.51172
0.1395,4.27539
0.1397,3.24414
0.1398,2.39453
0.14,1.96484
0.1402,2.01563
0.1403,2.03711
0.1405,2.0957
0.1406,1.66406
0.1408,1.69922
0.141,2.1875
0.1411,2.95703
0.1413,3.92188
0.1414,4.78711
0.1416,5.84961
0.1418,7.67774
0.1419,10.4727
0.1421,11.918
0.1422,8.625
0.1424,6.61719
0.1426,5.14844
0.1427,4.10547
0.1429,2.95899
0.143,2.24219
0.1432,1.89649
0.1434,2.10938
0.1435,1.74024
0.1437,2.13867
0.1438,1.64453
0.144,1.87109
0.1442,2.36914
0.1443,3.33203
