Model,TBS2104
-9.23E-02,0.776368
-9.22E-02,0.756836
-9.20E-02,0.930665
-9.18E-02,0.942383
-9.17E-02,0.962891
-9.15E-02,0.933594
-9.14E-02,0.920899
-9.12E-02,0.778321
-9.10E-02,1.11523
-9.09E-02,0.764649
-9.07E-02,0.550782
-9.06E-02,1.06738
-9.04E-02,0.750977
-9.02E-02,0.97168
-9.01E-02,1.10742
-8.99E-02,0.922852
-8.98E-02,0.973633
-8.96E-02,0.917969
-8.94E-02,0.735352
-8.93E-02,0.777344
-8.91E-02,1.10449
-8.90E-02,0.699219
-8.88E-02,0.935547
-8.86E-02,1.11816
-8.85E-02,0.958008
-8.83E-02,0.949219
-8.82E-02,0.947266
-8.80E-02,0.789063
-8.78E-02,0.932618
-8.77E-02,1.10156
-8.75E-02,0.763672
-8.74E-02,0.75293
-8.72E-02,0.957032
-8.70E-02,1.10547
-8.69E-02,0.959961
-8.67E-02,0.608399
-8.66E-02,0.762696
-8.64E-02,0.710938
-8.62E-02,0.738282
-8.61E-02,0.765625
-8.59E-02,0.751954
-8.58E-02,0.948243
-8.56E-02,0.732422
-8.54E-02,0.762696
-8.53E-02,0.622071
-8.51E-02,0.765625
-8.50E-02,0.778321
-8.48E-02,0.770508
-8.46E-02,0.905274
-8.45E-02,0.768555
-8.43E-02,0.767579
-8.42E-02,0.958985
-8.40E-02,0.947266
-8.38E-02,1.11719
-8.37E-02,0.919922
-8.35E-02,0.775391
-8.34E-02,0.933594
-8.32E-02,0.896485
-8.30E-02,0.958008
-8.29E-02,1.10059
-8.27E-02,0.934571
-8.26E-02,1.10352
-8.24E-02,0.9375
-8.22E-02,0.566407
-8.21E-02,0.723633
-8.19E-02,1.30176
-8.18E-02,0.907227
-8.16E-02,0.931641
-8.14E-02,1.09277
-8.13E-02,1.0918
-8.11E-02,1.11426
-8.10E-02,0.903321
-8.08E-02,0.931641
-8.06E-02,0.748047
-8.05E-02,0.735352
-8.03E-02,0.774415
-8.02E-02,1.10547
-8.00E-02,0.919922
-7.98E-02,0.788086
-7.97E-02,0.736329
-7.95E-02,0.882813
-7.94E-02,0.777344
-7.92E-02,0.750977
-7.90E-02,0.963868
-7.89E-02,0.924805
-7.87E-02,0.793946
-7.86E-02,0.918946
-7.84E-02,0.739258
-7.82E-02,0.958008
-7.81E-02,0.932618
-7.79E-02,0.919922
-7.78E-02,0.935547
-7.76E-02,0.763672
-7.74E-02,0.785157
-7.73E-02,0.751954
-7.71E-02,0.94629
-7.70E-02,0.777344
-7.68E-02,0.72754
-7.66E-02,0.963868
-7.65E-02,0.75
-7.63E-02,0.739258
-7.62E-02,0.896485
-7.60E-02,0.923829
-7.58E-02,0.948243
-7.57E-02,0.789063
-7.55E-02,1.10645
-7.54E-02,0.94629
-7.52E-02,0.91211
-7.50E-02,0.773438
-7.49E-02,0.789063
-7.47E-02,1.08691
-7.46E-02,0.749024
-7.44E-02,0.788086
-7.42E-02,0.723633
-7.41E-02,0.918946
-7.39E-02,0.734375
-7.38E-02,1.12988
-7.36E-02,0.962891
-7.34E-02,1.10059
-7.33E-02,0.726563
-7.31E-02,1.11523
-7.30E-02,0.960938
-7.28E-02,1.11523
-7.26E-02,0.94336
-7.25E-02,0.893555
-7.23E-02,0.958985
-7.22E-02,0.732422
-7.20E-02,0.97461
-7.18E-02,0.917969
-7.17E-02,0.922852
-7.15E-02,0.916993
-7.14E-02,0.761719
-7.12E-02,1.10547
-7.10E-02,0.720704
-7.09E-02,0.932618
-7.07E-02,0.746094
-7.06E-02,0.765625
-7.04E-02,0.761719
-7.02E-02,0.753907
-7.01E-02,0.580079
-6.99E-02,0.591797
-6.98E-02,0.779297
-6.96E-02,0.947266
-6.94E-02,0.759766
-6.93E-02,0.94629
-6.91E-02,0.772461
-6.90E-02,0.765625
-6.88E-02,0.569336
-6.86E-02,0.934571
-6.85E-02,0.651368
-6.83E-02,0.761719
-6.82E-02,0.541016
-6.80E-02,0.963868
-6.78E-02,0.609375
-6.77E-02,0.579102
-6.75E-02,0.697266
-6.74E-02,0.922852
-6.72E-02,1.24512
-6.70E-02,0.97168
-6.69E-02,0.935547
-6.67E-02,0.944336
-6.66E-02,0.916016
-6.64E-02,0.921875
-6.62E-02,1.10352
-6.61E-02,0.916993
-6.59E-02,0.932618
-6.58E-02,0.894532
-6.56E-02,0.764649
-6.54E-02,0.919922
-6.53E-02,0.908204
-6.51E-02,0.892579
-6.50E-02,0.920899
-6.48E-02,0.973633
-6.46E-02,0.933594
-6.45E-02,1.12793
-6.43E-02,0.750977
-6.42E-02,0.960938
-6.40E-02,0.924805
-6.38E-02,0.739258
-6.37E-02,0.97461
-6.35E-02,0.933594
-6.34E-02,1.11426
-6.32E-02,0.9375
-6.30E-02,0.920899
-6.29E-02,0.908204
-6.27E-02,0.732422
-6.26E-02,0.919922
-6.24E-02,0.948243
-6.22E-02,0.949219
-6.21E-02,0.774415
-6.19E-02,0.762696
-6.18E-02,0.957032
-6.16E-02,0.777344
-6.14E-02,0.756836
-6.13E-02,0.921875
-6.11E-02,0.756836
-6.10E-02,0.725586
-6.08E-02,0.9375
-6.06E-02,0.616211
-6.05E-02,0.919922
-6.03E-02,0.778321
-6.02E-02,0.958985
-6.00E-02,0.740235
-5.98E-02,0.763672
-5.97E-02,0.766602
-5.95E-02,0.881836
-5.94E-02,0.780274
-5.92E-02,0.934571
-5.90E-02,1.07813
-5.89E-02,0.957032
-5.87E-02,0.942383
-5.86E-02,1.12793
-5.84E-02,0.919922
-5.82E-02,0.734375
-5.81E-02,0.956055
-5.79E-02,0.958008
-5.78E-02,0.992188
-5.76E-02,0.763672
-5.74E-02,0.94629
-5.73E-02,0.768555
-5.71E-02,0.935547
-5.70E-02,0.917969
-5.68E-02,0.919922
-5.66E-02,0.921875
-5.65E-02,0.933594
-5.63E-02,0.726563
-5.62E-02,0.916993
-5.60E-02,0.934571
-5.58E-02,0.918946
-5.57E-02,0.736329
-5.55E-02,0.802735
-5.54E-02,0.751954
-5.52E-02,0.934571
-5.50E-02,0.767579
-5.49E-02,0.934571
-5.47E-02,0.917969
-5.46E-02,0.753907
-5.44E-02,0.591797
-5.42E-02,0.725586
-5.41E-02,0.94629
-5.39E-02,0.750977
-5.38E-02,0.786133
-5.36E-02,0.59668
-5.34E-02,0.762696
-5.33E-02,0.731446
-5.31E-02,0.780274
-5.30E-02,0.774415
-5.28E-02,0.762696
-5.26E-02,0.740235
-5.25E-02,0.791016
-5.23E-02,0.775391
-5.22E-02,0.749024
-5.20E-02,0.79004
-5.18E-02,0.817383
-5.17E-02,0.944336
-5.15E-02,0.569336
-5.14E-02,0.961915
-5.12E-02,0.592774
-5.10E-02,0.917969
-5.09E-02,0.59375
-5.07E-02,0.764649
-5.06E-02,1.10254
-5.04E-02,0.935547
-5.02E-02,0.749024
-5.01E-02,0.79004
-4.99E-02,0.932618
-4.98E-02,0.760743
-4.96E-02,0.931641
-4.94E-02,0.932618
-4.93E-02,0.917969
-4.91E-02,0.948243
-4.90E-02,0.90625
-4.88E-02,1.10449
-4.86E-02,0.719727
-4.85E-02,1.11426
-4.83E-02,0.957032
-4.82E-02,0.922852
-4.80E-02,1.10352
-4.78E-02,0.610352
-4.77E-02,0.934571
-4.75E-02,0.931641
-4.74E-02,0.954102
-4.72E-02,0.800782
-4.70E-02,0.947266
-4.69E-02,0.888672
-4.67E-02,0.90625
-4.66E-02,0.741211
-4.64E-02,0.779297
-4.62E-02,0.932618
-4.61E-02,0.582032
-4.59E-02,0.766602
-4.58E-02,0.753907
-4.56E-02,0.775391
-4.54E-02,0.749024
-4.53E-02,0.791993
-4.51E-02,0.706055
-4.50E-02,0.763672
-4.48E-02,0.712891
-4.46E-02,0.760743
-4.45E-02,0.737305
-4.43E-02,0.762696
-4.42E-02,0.778321
-4.40E-02,0.763672
-4.38E-02,0.581055
-4.37E-02,0.935547
-4.35E-02,0.770508
-4.34E-02,0.551758
-4.32E-02,0.769532
-4.30E-02,0.761719
-4.29E-02,0.936524
-4.27E-02,0.816407
-4.26E-02,0.948243
-4.24E-02,0.765625
-4.22E-02,0.78711
-4.21E-02,0.736329
-4.19E-02,0.788086
-4.18E-02,0.760743
-4.16E-02,0.908204
-4.14E-02,0.90625
-4.13E-02,0.79004
-4.11E-02,0.918946
-4.10E-02,0.935547
-4.08E-02,1.12012
-4.06E-02,0.932618
-4.05E-02,0.944336
-4.03E-02,0.958008
-4.02E-02,0.740235
-4.00E-02,0.934571
-3.98E-02,1.04981
-3.97E-02,0.75293
-3.95E-02,0.892579
-3.94E-02,0.919922
-3.92E-02,0.722657
-3.90E-02,0.928711
-3.89E-02,0.78711
-3.87E-02,0.785157
-3.86E-02,0.920899
-3.84E-02,0.606446
-3.82E-02,0.94629
-3.81E-02,0.712891
-3.79E-02,0.75293
-3.78E-02,0.88086
-3.76E-02,0.75
-3.74E-02,0.751954
-3.73E-02,0.75293
-3.71E-02,0.737305
-3.70E-02,0.8125
-3.68E-02,0.779297
-3.66E-02,0.75293
-3.65E-02,0.779297
-3.63E-02,0.776368
-3.62E-02,0.932618
-3.60E-02,0.580079
-3.58E-02,0.743165
-3.57E-02,0.777344
-3.55E-02,0.710938
-3.54E-02,0.761719
-3.52E-02,0.942383
-3.50E-02,0.908204
-3.49E-02,0.586915
-3.47E-02,0.737305
-3.46E-02,0.576172
-3.44E-02,0.761719
-3.42E-02,0.793946
-3.41E-02,0.81543
-3.39E-02,0.935547
-3.38E-02,0.948243
-3.36E-02,0.766602
-3.34E-02,0.891602
-3.33E-02,0.932618
-3.31E-02,0.75293
-3.30E-02,0.63379
-3.28E-02,0.933594
-3.26E-02,0.750977
-3.25E-02,0.919922
-3.23E-02,0.762696
-3.22E-02,0.960938
-3.20E-02,0.948243
-3.18E-02,0.785157
-3.17E-02,1.11719
-3.15E-02,0.949219
-3.14E-02,0.918946
-3.12E-02,0.773438
-3.10E-02,0.789063
-3.09E-02,0.959961
-3.07E-02,0.919922
-3.06E-02,0.916993
-3.04E-02,1.2832
-3.02E-02,0.738282
-3.01E-02,0.920899
-2.99E-02,0.928711
-2.98E-02,0.734375
-2.96E-02,0.79004
-2.94E-02,0.921875
-2.93E-02,0.919922
-2.91E-02,0.782227
-2.90E-02,0.933594
-2.88E-02,0.918946
-2.86E-02,0.72168
-2.85E-02,0.72754
-2.83E-02,0.960938
-2.82E-02,0.712891
-2.80E-02,0.723633
-2.78E-02,0.929688
-2.77E-02,0.949219
-2.75E-02,0.802735
-2.74E-02,0.567383
-2.72E-02,0.78711
-2.70E-02,0.594727
-2.69E-02,0.935547
-2.67E-02,0.987305
-2.66E-02,0.791993
-2.64E-02,0.757813
-2.62E-02,0.772461
-2.61E-02,0.751954
-2.59E-02,0.748047
-2.58E-02,0.609375
-2.56E-02,0.777344
-2.54E-02,0.736329
-2.53E-02,0.745118
-2.51E-02,0.922852
-2.50E-02,0.723633
-2.48E-02,0.804688
-2.46E-02,0.551758
-2.45E-02,0.908204
-2.43E-02,0.933594
-2.42E-02,0.793946
-2.40E-02,0.804688
-2.38E-02,0.90918
-2.37E-02,1.14063
-2.35E-02,0.786133
-2.34E-02,0.899415
-2.32E-02,0.932618
-2.30E-02,0.726563
-2.29E-02,0.79004
-2.27E-02,0.891602
-2.26E-02,0.780274
-2.24E-02,1.11816
-2.22E-02,0.904297
-2.21E-02,0.933594
-2.19E-02,0.956055
-2.18E-02,0.569336
-2.16E-02,0.75
-2.14E-02,0.903321
-2.13E-02,0.733399
-2.11E-02,0.9375
-2.10E-02,0.919922
-2.08E-02,0.970704
-2.06E-02,0.959961
-2.05E-02,0.923829
-2.03E-02,0.75
-2.02E-02,0.780274
-2.00E-02,0.723633
-1.98E-02,0.580079
-1.97E-02,0.750977
-1.95E-02,0.9375
-1.94E-02,0.751954
-1.92E-02,0.777344
-1.90E-02,0.75
-1.89E-02,0.777344
-1.87E-02,0.581055
-1.86E-02,0.723633
-1.84E-02,0.789063
-1.82E-02,0.750977
-1.81E-02,0.921875
-1.79E-02,0.760743
-1.78E-02,0.918946
-1.76E-02,0.621094
-1.74E-02,0.707032
-1.73E-02,0.72168
-1.71E-02,0.775391
-1.70E-02,0.958985
-1.68E-02,0.950196
-1.66E-02,0.959961
-1.65E-02,0.749024
-1.63E-02,1.06055
-1.62E-02,1.11914
-1.60E-02,0.765625
-1.58E-02,0.935547
-1.57E-02,0.917969
-1.55E-02,0.75
-1.54E-02,0.933594
-1.52E-02,0.941407
-1.50E-02,0.81543
-1.49E-02,1.08594
-1.47E-02,0.791016
-1.46E-02,0.90625
-1.44E-02,0.921875
-1.42E-02,1.28906
-1.41E-02,0.921875
-1.39E-02,0.929688
-1.38E-02,0.961915
-1.36E-02,0.948243
-1.34E-02,1.14453
-1.33E-02,0.948243
-1.31E-02,0.904297
-1.30E-02,0.791016
-1.28E-02,0.932618
-1.26E-02,0.776368
-1.25E-02,0.737305
-1.23E-02,0.925782
-1.22E-02,0.739258
-1.20E-02,0.936524
-1.18E-02,0.970704
-1.17E-02,0.958008
-1.15E-02,0.917969
-1.14E-02,0.741211
-1.12E-02,0.578125
-1.10E-02,0.921875
-1.09E-02,0.735352
-1.07E-02,0.733399
-1.06E-02,0.737305
-1.04E-02,0.712891
-1.02E-02,0.583985
-1.01E-02,0.749024
-9.92E-03,0.750977
-9.76E-03,0.751954
-9.60E-03,0.924805
-9.44E-03,0.800782
-9.28E-03,0.959961
-9.12E-03,0.738282
-8.96E-03,0.606446
-8.80E-03,0.748047
-8.64E-03,1.10645
-8.48E-03,0.75879
-8.32E-03,1.14356
-8.16E-03,0.893555
-8.00E-03,0.742188
-7.84E-03,1.1416
-7.68E-03,0.970704
-7.52E-03,0.774415
-7.36E-03,0.926758
-7.20E-03,0.934571
-7.04E-03,0.948243
-6.88E-03,0.922852
-6.72E-03,0.942383
-6.56E-03,0.905274
-6.40E-03,0.931641
-6.24E-03,0.929688
-6.08E-03,0.919922
-5.92E-03,0.789063
-5.76E-03,1.0918
-5.60E-03,1.08203
-5.44E-03,0.948243
-5.28E-03,0.791993
-5.12E-03,0.933594
-4.96E-03,1.29883
-4.80E-03,0.944336
-4.64E-03,0.919922
-4.48E-03,0.923829
-4.32E-03,0.931641
-4.16E-03,0.775391
-4.00E-03,0.948243
-3.84E-03,0.932618
-3.68E-03,0.75293
-3.52E-03,0.88086
-3.36E-03,0.933594
-3.20E-03,0.802735
-3.04E-03,0.959961
-2.88E-03,0.72168
-2.72E-03,0.567383
-2.56E-03,0.765625
-2.40E-03,0.798829
-2.24E-03,0.772461
-2.08E-03,0.738282
-1.92E-03,0.788086
-1.76E-03,0.773438
-1.60E-03,0.738282
-1.44E-03,0.592774
-1.28E-03,0.733399
-1.12E-03,0.751954
-9.60E-04,0.744141
-8.00E-04,0.774415
-6.40E-04,0.779297
-4.80E-04,0.759766
-3.20E-04,0.97461
-1.60E-04,2.85938
-2.22E-15,28.1328
1.60E-04,15.6914
3.20E-04,10.0225
4.80E-04,6.05957
6.40E-04,3.03223
8.00E-04,2.28711
9.60E-04,3.13086
1.12E-03,3.79297
1.28E-03,3.82715
1.44E-03,10.2119
1.60E-03,42.9951
1.76E-03,33.126
1.92E-03,24.8135
2.08E-03,17.5195
2.24E-03,11.8652
2.40E-03,6.25293
2.56E-03,2.19434
2.72E-03,5.89648
2.88E-03,11.1025
3.04E-03,15.5791
3.20E-03,12.4678
3.36E-03,8.80469
3.52E-03,5.73145
3.68E-03,3.5293
3.84E-03,1.93555
4.00E-03,1.51758
4.16E-03,1.81738
4.32E-03,2.1875
4.48E-03,1.94922
4.64E-03,2.18652
4.80E-03,5.375
4.96E-03,3.4375
5.12E-03,2.92481
5.28E-03,2.33594
5.44E-03,3.12988
5.60E-03,5.06152
5.76E-03,7.9082
5.92E-03,11.5645
6.08E-03,16.7803
6.24E-03,16.6826
6.40E-03,12.4619
6.56E-03,7.04102
6.72E-03,2.71484
6.88E-03,2.13574
7.04E-03,5.38965
7.20E-03,9.04688
7.36E-03,12.0801
7.52E-03,16.1523
7.68E-03,23.4463
7.84E-03,6.19336
8.00E-03,2.83203
8.16E-03,2.64941
8.32E-03,2.59375
8.48E-03,3.01172
8.64E-03,3.87891
8.80E-03,5.49609
8.96E-03,7.87305
9.12E-03,10.8545
9.28E-03,15.3242
9.44E-03,16.3281
9.60E-03,10.6445
9.76E-03,5.56152
9.92E-03,2.18848
1.01E-02,2.48828
1.02E-02,5.45898
1.04E-02,8.56934
1.06E-02,11.1514
1.07E-02,14.582
1.09E-02,20.165
1.10E-02,21.4082
1.12E-02,13.7031
1.14E-02,9.77637
1.15E-02,6.25488
1.17E-02,3.40723
1.18E-02,1.00488
1.20E-02,3.10352
1.22E-02,6.29688
1.23E-02,9.41016
1.25E-02,13.8574
1.26E-02,13.7217
1.28E-02,8.8125
1.30E-02,5.61914
1.31E-02,3.14844
1.33E-02,1.26953
1.34E-02,1.41406
1.36E-02,1.87305
1.38E-02,2.51172
1.39E-02,2.20996
1.41E-02,6.89551
1.42E-02,13.5264
1.44E-02,8.80176
1.46E-02,6.76172
1.47E-02,4.62109
1.49E-02,2.31934
1.50E-02,1.23633
1.52E-02,3.57715
1.54E-02,6.52246
1.55E-02,10.7861
1.57E-02,13.2393
1.58E-02,11.0928
1.60E-02,7.16406
1.62E-02,4.53223
1.63E-02,2.36328
1.65E-02,1.55273
1.66E-02,1.36816
1.68E-02,1.95215
1.70E-02,2.78711
1.71E-02,3.93848
1.73E-02,4.56738
1.74E-02,4.54004
1.76E-02,2.79688
1.78E-02,2.17578
1.79E-02,1.45898
1.81E-02,2.2627
1.82E-02,3.4502
1.84E-02,5.27637
1.86E-02,7.54297
1.87E-02,11.4805
1.89E-02,11.4443
1.90E-02,9.16113
1.92E-02,5.49219
1.94E-02,3.18652
1.95E-02,1.26563
1.97E-02,2.21875
1.98E-02,4.16797
2.00E-02,6.0127
2.02E-02,8.75977
2.03E-02,12.6406
2.05E-02,3.24414
2.06E-02,1.39258
2.08E-02,1.16797
2.10E-02,1.36719
2.11E-02,1.51465
2.13E-02,2.44922
2.14E-02,3.71191
2.16E-02,5.46973
2.18E-02,8.06152
2.19E-02,11.2529
2.21E-02,11.4238
2.22E-02,7.67383
2.24E-02,4.68555
2.26E-02,2.47461
2.27E-02,0.900391
2.29E-02,2.0918
2.30E-02,3.21387
2.32E-02,4.57422
2.34E-02,5.54297
2.35E-02,8.56055
2.37E-02,8.23145
2.38E-02,5.52734
2.40E-02,3.45215
2.42E-02,2.12207
2.43E-02,0.85254
2.45E-02,1.86231
2.46E-02,3.2627
2.48E-02,5.19336
2.50E-02,7.62402
2.51E-02,10.624
2.53E-02,10.4297
2.54E-02,6.70215
2.56E-02,4.13477
2.58E-02,2.94531
2.59E-02,2.00195
2.61E-02,1.37012
2.62E-02,1.8252
2.64E-02,2.11914
2.66E-02,2.4668
2.67E-02,2.97559
2.69E-02,2.3877
2.70E-02,1.10547
2.72E-02,1.2207
2.74E-02,1.14356
2.75E-02,1.06348
2.77E-02,2.36914
2.78E-02,3.68164
2.80E-02,5.67969
2.82E-02,8.42481
2.83E-02,10.0449
2.85E-02,8.39258
2.86E-02,5.35059
2.88E-02,3.6416
2.90E-02,2.20313
2.91E-02,1.43555
2.93E-02,1.08008
2.94E-02,1.11621
2.96E-02,1.77148
2.98E-02,1.90527
2.99E-02,2.18262
3.01E-02,6.98047
3.02E-02,4.5791
3.04E-02,3.00781
3.06E-02,2.52832
3.07E-02,2.3418
3.09E-02,3.15918
3.10E-02,4.21973
3.12E-02,6.05469
3.14E-02,8.90918
3.15E-02,8.65234
3.17E-02,7.07129
3.18E-02,4.37012
3.20E-02,2.86719
3.22E-02,1.80469
3.23E-02,0.81836
3.25E-02,1.32715
3.26E-02,2.1543
3.28E-02,3.21094
3.30E-02,4.73145
3.31E-02,5.87402
3.33E-02,3.88867
3.34E-02,3.0918
3.36E-02,2.33106
3.38E-02,2.47363
3.39E-02,2.64648
3.41E-02,3.48633
3.42E-02,4.61816
3.44E-02,5.8125
3.46E-02,8.28516
3.47E-02,8.36133
3.49E-02,5.75586
3.50E-02,3.65137
3.52E-02,2.44238
3.54E-02,1.40918
3.55E-02,1.22168
3.57E-02,1.10156
3.58E-02,1.17969
3.60E-02,1.16016
3.62E-02,1.35059
3.63E-02,2.30957
3.65E-02,1.48731
3.66E-02,1.51953
3.68E-02,1.49316
3.70E-02,1.85352
3.71E-02,2.39258
3.73E-02,3.13379
3.74E-02,4.39648
3.76E-02,6.06641
3.78E-02,8.15332
3.79E-02,7.71875
3.81E-02,4.89648
3.82E-02,3.4502
3.84E-02,2.84082
3.86E-02,2.24023
3.87E-02,2.31543
3.89E-02,2.87109
3.90E-02,3.5918
3.92E-02,4.69043
3.94E-02,6.21582
3.95E-02,5.60254
3.97E-02,4.3457
3.98E-02,3.20313
4.00E-02,2.49023
4.02E-02,2.12305
4.03E-02,2.52051
4.05E-02,3.18555
4.06E-02,4.62793
4.08E-02,6.35156
4.10E-02,7.52344
4.11E-02,6.24609
4.13E-02,4.19238
4.14E-02,3.16016
4.16E-02,2.60547
4.18E-02,2.08789
4.19E-02,2.24805
4.21E-02,2.39063
4.22E-02,2.77637
4.24E-02,3.3457
4.26E-02,6.44141
4.27E-02,9.12207
4.29E-02,5.91699
4.30E-02,4.41211
4.32E-02,3.78809
4.34E-02,3.00293
4.35E-02,3.23926
4.37E-02,3.81641
4.38E-02,4.53223
4.40E-02,6.48535
4.42E-02,6.38867
4.43E-02,5.4502
4.45E-02,3.625
4.46E-02,2.67676
4.48E-02,2.01172
4.50E-02,1.94922
4.51E-02,1.96094
4.53E-02,1.80469
4.54E-02,1.92481
4.56E-02,2.02539
4.58E-02,9.16992
4.59E-02,6.39844
4.61E-02,4.34473
4.62E-02,3.7002
4.64E-02,3.21484
4.66E-02,2.92285
4.67E-02,3.07715
4.69E-02,3.79883
4.70E-02,4.45996
4.72E-02,6.11523
4.74E-02,6.13379
4.75E-02,4.41504
4.77E-02,3.21387
4.78E-02,2.67285
4.80E-02,2.0791
4.82E-02,2.16113
4.83E-02,2.81641
4.85E-02,3.54981
4.86E-02,4.38281
4.88E-02,4.81641
4.90E-02,8.04492
4.91E-02,5.11035
4.93E-02,4.16992
4.94E-02,3.39453
4.96E-02,2.75293
4.98E-02,2.93359
4.99E-02,3.21875
5.01E-02,3.94141
5.02E-02,4.68164
5.04E-02,6.125
5.06E-02,5.9375
5.07E-02,3.88867
5.09E-02,2.59863
5.10E-02,2.50293
5.12E-02,2.86523
5.14E-02,3.12793
5.15E-02,3.81543
5.17E-02,4.73633
5.18E-02,6.51074
5.20E-02,9.40332
5.22E-02,9.48438
5.23E-02,7.01758
5.25E-02,5.0957
5.26E-02,3.93652
